1,公務員
2,大学
21,四年制大学
211,四年制大学国公立
212,四年制大学私立
22,短期大学
221,短期大学国公立
222,短期大学私立
3,専門学校
31,看護・医療
32,理容・美容
33,食品・栄養
34,保育
35,商業・情報
36,ファッション・デザイン
37,音楽・ダンス
38,その他
4,就職
